date,last_value,spread_bps,spread_dec,hazard,tau_yrs,s_tau
2024-11-06,149.97,149.97,0.014997,0.024995,1.8246575342465754,0.9554170664222933
2024-11-07,94.7383,94.7383,0.009473829999999999,0.015789716666666665,1.821917808219178,0.9716422809415481
2024-11-08,108.659,108.659,0.010865900000000001,0.018109833333333335,1.819178082191781,0.9675917641858475
2024-11-26,94.4853,94.4853,0.00944853,0.015747550000000003,1.7698630136986302,0.9725138068635003
2024-11-27,89.6867,89.6867,0.00896867,0.014947783333333334,1.7671232876712328,0.9739312373574609
2024-12-20,85.0233,85.0233,0.00850233,0.014170550000000002,1.704109589041096,0.9761410640869058
2025-01-16,85.1283,85.1283,0.008512829999999999,0.014188049999999999,1.63013698630137,0.9771369477450332
2025-01-29,99.4111,99.4111,0.009941110000000001,0.016568516666666668,1.5945205479452054,0.9739270842833722
2025-03-04,111.373,111.373,0.011137300000000001,0.018562166666666668,1.5013698630136987,0.9725160715355036
2025-03-07,161.199,161.199,0.0161199,0.0268665,1.4931506849315068,0.9606782506608214
2025-03-26,133.069,133.069,0.013306899999999998,0.022178166666666665,1.441095890410959,0.9685444854807445
2025-04-14,202.193,202.193,0.020219300000000003,0.03369883333333334,1.389041095890411,0.9542695842481735
2025-04-15,190.31,190.31,0.019031,0.031718333333333334,1.3863013698630138,0.9569815478583887
2025-04-28,193.893,193.893,0.0193893,0.032315500000000004,1.3506849315068492,0.9572908081698812
2025-04-29,178.868,178.868,0.017886799999999998,0.029811333333333332,1.347945205479452,0.9606126280497177
2025-04-30,193.059,193.059,0.0193059,0.032176500000000004,1.3452054794520547,0.9576393779237411
2025-05-02,151.505,151.505,0.015150499999999999,0.025250833333333333,1.3397260273972602,0.9667366104743195
2025-05-05,165.299,165.299,0.0165299,0.027549833333333336,1.3315068493150686,0.9639818698279932
2025-05-12,128.056,128.056,0.0128056,0.02134266666666667,1.3123287671232877,0.9723800087373425
2025-05-13,144.962,144.962,0.014496199999999999,0.024160333333333332,1.3095890410958904,0.9688552028091847
2025-05-14,132.672,132.672,0.0132672,0.022112,1.3068493150684932,0.9715164749434086
2025-05-22,136.334,136.334,0.0136334,0.022722333333333334,1.284931506849315,0.9712254619615015
2025-06-02,117.277,117.277,0.0117277,0.01954616666666667,1.2547945205479452,0.9757719059215653
2025-06-27,147.263,147.263,0.014726300000000001,0.024543833333333338,1.1863013698630136,0.9713034145808759
2025-07-01,124.352,124.352,0.0124352,0.020725333333333335,1.1753424657534246,0.975934930478207
2025-07-08,132.818,132.818,0.013281800000000002,0.022136333333333338,1.1561643835616437,0.974731490586367
2025-07-16,113.31,113.31,0.011331,0.018885000000000002,1.1342465753424658,0.9788075376095294
2025-08-28,81.3715,81.3715,0.00813715,0.013561916666666667,1.0164383561643835,0.9863097237222905
2025-09-18,83.7145,83.7145,0.00837145,0.013952416666666669,0.958904109589041,0.9867100717311199
2025-09-23,90.6029,90.6029,0.00906029,0.015100483333333335,0.9452054794520548,0.9858283176318005
2025-09-29,88.5849,88.5849,0.00885849,0.01476415,0.9287671232876712,0.986381130357085
2025-09-30,82.3963,82.3963,0.00823963,0.013732716666666667,0.9260273972602739,0.9873636458702948
